,Altitude,Distance,Narrative,Report,Summary
10,1500,7,THE WX WAS RPTED VFR 20 SCATTERED; 250 SCATTERED. ONE ACFT VECTORED FOR ILS 4R; THE OTHER VECTORED FOR VISUAL APCH TO 4L. CLOUD LAYER MOVED IN. THE SEVERITY OF THE CLOUD LAYER WAS NOT MADE CLEAR. ATC WAS MISTAKEN AS TO THE VMA IN THE AREA AND DSNDED ACFT ON VISUAL APCH TO WHAT HE THOUGHT WAS MVA IN ORDER TO GET BELOW CLOUDS. THE SEP BTWN ACFT ON VISUAL APCH AND ACFT ON ILS APCH WAS SUBSEQUENTLY LOST. THIS INFO CAME TO LIGHT AFTER NTAP. IN THE CTLR'S JUDGEMENT; SEP WAS NOT LOST. SEP WAS ALSO LOST BTWN THE ACFT ON VISUAL APCH ON AND TERRAIN. THE SOLUTION TO THE PROB IS TO MAKE CTLRS MORE AWARE OF WX AND HOW QUICKLY AND SEVERELY IT CAN MOVE IN. ADDITIONALLY; THE ACFT ON VISUAL APCH NEVER MADE ANY COMMENT ABOUT THE CLOUDS; WHICH LED THE CTLR TO BELIEVE THE CLOUDS WERE JUST A SCATTERED LAYER AND NOT A FACTOR TO A GOOD; SAFE VISUAL APCH. THE PLT WAS AWARE THAT HE WAS ON VECTORS FOR THE VISUAL APCH. ALSO; TRNING SHOULD BE GIVEN TO CTLRS TO REFRESH MEMORIES ABOUT MVA'S; AS SOMETIMES WE TEND TO DO THINGS BY ROTE. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING: RPTR CTLR WAS VECTORING AN ACR MLG FOR A VISUAL APCH TO RWY 4L AND; THINKING THE MVA WAS 1500' WITH A SCATTERED CLOUD LAYER AT 2000'; DSNDED THE MLG TO 1500' IN AN AREA OF 1800 MVA. THAT WAS ERROR #1. THEN; AS THE MLG APCHED THE FINAL APCH COURSE FOR RWY 4L AND THE ACR LGT ON ILS RWY 4R; STILL NOT IN THE CLOUDS; RADAR SEP WAS LOST BETWEEN THE TWO WHEN THE MLG ENTERED MORE CLOUDS AND LOST SIGHT OF THE LGT. THIS SYSTEM ERROR OCCURRED MAINLY BECAUSE THE CTLR CONTINUED TO TRY TO CONDUCT VISUAL APCHS AFTER THE WX HAD DETERIORATED TO THE POINT THAT VISUAL APCHS COULD NOT WORK.,acr-mlg be vector visual apch wa descend below mva into conflict acr-lgt ON il apch . WX wa rpted vfr 20 scatter ; 250 scatter . one acft vector il 4R ; other vector visual apch TO 4L . cloud layer move IN . sever OF cloud layer wa not made clear . atc wa mistaken AS TO vma IN area dsnded acft ON visual apch TO what HE thought wa mva IN order TO get below cloud . sep btwn acft ON visual apch acft ON il apch wa subsequ lost . thi info came TO light after ntap . IN ctlr 'S judgement ; sep wa not lost . sep wa also lost btwn acft ON visual apch ON terrain . solut TO prob IS TO make ctlr more awar OF WX how quickli sever IT can move IN . addit ; acft ON visual apch never made ani comment about cloud ; which led ctlr TO believ cloud just A scatter layer not A factor TO A good ; safe visual apch . plt wa awar that HE wa ON vector visual apch . also ; trning should BE given TO ctlr TO refresh memori about mva 'S ; AS sometim WE tend TO DO thing BY rote . callback convers rptr reveal : rptr ctlr wa vector AN acr mlg A visual apch TO rwi 4L ; think mva wa 1500 ' A scatter cloud layer AT 2000 ' ; dsnded mlg TO 1500 ' IN AN area OF 1800 mva . that wa error # 1 . then ; AS mlg apch final apch cours rwi 4L acr lgt ON il rwi 4R ; still not IN cloud ; radar sep wa lost between two when mlg enter more cloud lost sight OF lgt . thi system error occur mainli becaus ctlr continu TO tri TO conduct visual apch after WX deterior TO point that visual apch could not work . ,ACR-MLG BEING VECTORED FOR VISUAL APCH WAS DESCENDED BELOW MVA AND INTO CONFLICT WITH ACR-LGT ON ILS APCH.
11,3000,15,APCH CLRED US TO DESCEND FROM 5000' TO 3000'; DESCENDING THROUGH 4000' THE DESCENT CHECKLIST WAS INITIATED. THE NON-FLYING PLT (F/O) CHALLENGED; AND I WAS RESPONDING; TO THE CHECKLIST ITEMS. DURING THIS PHASE OUR ATTN WAS DIVERTED TO COCKPIT TASKS; AND THUS OUR OUTSIDE SCAN WAS INTERRUPTED. WITHIN 15 SECONDS OF LEVELING AT 3000' AN SMA APPEARED FROM OUR 3:30 POSITION AT APPROX THE SAME ALT. I INITIATED EVASIVE ACTION (DESCENT AND TURN TO THE RIGHT) AND WE PASSED WITHIN A FEW HUNDRED FEET OF THE SMA. I BELIEVE THE PRIMARY CAUSE OF THE NEAR-MISS WAS REDUCED VIGILANCE OUTSIDE THE COCKPIT WHILE DEALING WITH THE DISTR OF THE REQUIRED CHECKLIST. THE APCH CTLR NEVER CALLED THE TFC OUT TO US - PROBABLY BECAUSE HE HIMSELF WAS VERY BUSY WITH IFR TFC AND PROVIDING RADAR ADVISORIES TO NUMEROUS VFR ACFT. I FEEL SAFER FLYING ON A LOW IFR DAY; WHEN ALL THE SMA'S ARE ON THE GND. THIS INCIDENT REINFORCES MY RESOLVE TO KEEP AN EYE OUTSIDE DURING/WHILE 'CHECKS' ARE IN PROGRESS INSIDE THE COCKPIT.,ltt sma have nmac . apch clred US TO descend 5000 ' TO 3000 ' ; descend through 4000 ' descent checklist wa initi . non-fli plt ( f/o ) challeng ; I wa respond ; TO checklist item . dure thi phase attn wa divert TO cockpit task ; thu outsid scan wa interrupt . within 15 second OF level AT 3000 ' AN sma appear 3:30 posit AT approx same alt . I initi evas action ( descent turn TO right ) WE pass within A few hundr feet OF sma . I believ primari caus OF near-miss wa reduc vigil outsid cockpit deal distr OF requir checklist . apch ctlr never call tfc out TO US - probabl becaus HE himself wa veri busi ifr tfc provid radar advisori TO numer vfr acft . I feel safer fli ON A low ifr day ; when all sma 'S are ON gnd . thi incid reinforc MY resolv TO keep AN eye outsid during/whil 'check ' are IN progress insid cockpit . ,LTT AND SMA HAVE NMAC.
12,12500,30,QUONSET APCH CTL ADVISED VFR TFC 12500'; 12 O'CLOCK. MY ACFT WAS DSNDING THROUGH 12500' AT MOMENT OF ADVISORY. F/O (FLYING) IMMEDIATELY INCREASED RATE OF DSCNT. TFC WAS SIGHTED 12 O'CLOCK; APPROX 1/4 MI AS MY ACFT PASSED THROUGH 12300'. TFC PASSED APPROX 200' OVERHEAD ON RECIPROCAL HDG. TFC WAS NOT IN RADIO CONTACT WITH APCH CTL. BELIEVED TO HAVE BEEN AN SMT. EARLIER ADVISORY WOULD HAVE BEEN HELPFUL. VIS WAS GOOD IN SOME HAZE. HEAD ON PROFILE MADE SIGHTING DIFFICULT. LACK OF COMS BTWN VFR TFC AND ATC MAJOR CAUSE.,close prox acr-lgt ga-smt ON airway south OF pvd . quonset apch ctl advis vfr tfc 12500 ' ; 12 o'clock . MY acft wa dsnding through 12500 ' AT moment OF advisori . f/o ( fli ) immedi increas rate OF dscnt . tfc wa sight 12 o'clock ; approx 1/4 MI AS MY acft pass through 12300 ' . tfc pass approx 200 ' overhead ON reciproc hdg . tfc wa not IN radio contact apch ctl . believ TO have been AN smt . earlier advisori would have been help . vi wa good IN some haze . head ON profil made sight difficult . lack OF com btwn vfr tfc atc major caus . ,CLOSE PROX ACR-LGT GA-SMT ON AIRWAY SOUTH OF PVD.
13,16000,12,SEVERAL ACFT WERE A FACTOR. ALL ACFT WERE TO FLY IN SAME GENERAL DIRECTION. ACFT INVOLVED: #1 CLBING TO FLT LEVELS; DEPARTED PROVIDENCE; PROCEEDING VIA CTR WBOUND. #2: OUT OF HYA PROCEEDING TO EWR VIA BAF VORTAC AT 16000'. OTHER ACFT JET DSNDING OUT OF FLT LEVELS TO 17000'; LNDG SWF; LEVEL AT 17000' AT TIME OF INCIDENT. SEVERAL OTHER ACFT WBOUND OVER BAF OUT OF LOGAN ARPT LNDG LGA/HPN AND EWR. AWARENESS BY CTLR OF PENDING LOSS OF SEP (ACFT CONVERGING ON 300 DEG AND 280 DEG HDGS). UNABLE TO CLB TO ABOVE 16000' IN TIME DUE TO 17000' TFC. TURNED BOTH ACFT BUT NOT BEFORE LOSS OF LAT: 4.3 NM. NO EVASIVE ACTION REQUIRED. HUMAN ERROR DUE TO MISJUDGING PARALLEL HDGS. BETTER USE OF FLOW CTL ON TFC PROCEEDING OVER BAF/CTR VORTACS DURING CERTAIN TIMES OF THE DAY. OTHER CAUSE: CTLR ASSIGNED THE MANUAL CTL POS WAS NOT WORKING IN A TEAM ENVIRONMENT. COORD WAS NOT UP TO PAR. INSURE CAPABILITIES OF ALL CTLRS ASSIGNED BUSY SECTORS. STRESS TEAM EFFORT.,acr-mlg cpr-smt ON converg cours AT same alt . standard separ . sever acft A factor . all acft TO fli IN same gener direct . acft involv : # 1 clbing TO flt level ; depart provid ; proceed via ctr wbound . # 2 : out OF hya proceed TO ewr via baf vortac AT 16000 ' . other acft jet dsnding out OF flt level TO 17000 ' ; lndg swf ; level AT 17000 ' AT time OF incid . sever other acft wbound over baf out OF logan arpt lndg lga/hpn ewr . awar BY ctlr OF pend loss OF sep ( acft converg ON 300 deg 280 deg hdg ) . unabl TO clb TO abov 16000 ' IN time due TO 17000 ' tfc . turn both acft but not befor loss OF lat : 4.3 NM . NO evas action requir . human error due TO misjudg parallel hdg . better use OF flow ctl ON tfc proceed over baf/ctr vortac dure certain time OF day . other caus : ctlr assign manual ctl po wa not work IN A team environ . coord wa not UP TO par . insur capabl OF all ctlr assign busi sector . stress team effort . ,ACR-MLG AND CPR-SMT ON CONVERGING COURSES AT THE SAME ALT. LESS THAN STANDARD SEPARATION.
14,6400,20,FLT FROM PORTLAND; ME; WAS APPROX 20 MI OUT OF BOSTON; DSNDING THROUGH ABOUT 6400' AT 250 KTS ASSIGNED TO INTERCEPT THE ILS RWY 27 LOC WHEN I SPOTTED AN ACFT AT ABOUT THE 10:30 POS ON A COLLISION COURSE. THE ACFT HAD AN SMA TYPE OF PROFILE; BUT LOOKED BIGGER AND I JUDGED IT TO BE AT THE SAME ALT WE WERE AND AT MOST 1-2 MI AWAY. THERE WAS NO TIME TO TURN. I CLOSED THE THROTTLES IMMEDIATELY AND PUT THE PLANE INTO A DIVE AS RAPIDLY AS POSSIBLE. IT APPEARED THAT THE OTHER ACFT STARTED TO CLB AND ITS RIGHT WING WENT UP. ITS DIRECTION OF FLT WAS TOWARD THE NNE; WHILE WE WERE COMING FROM THE E AND EITHER ON THE RWY 27 LOC OR ABOUT TO INTERCEPT IT. THE WHOLE INCIDENT HAPPENED SO FAST (ABOUT 5-15 SECS) THAT THE F/O DIDN'T EVEN SEE THE OTHER ACFT UNTIL IT WAS PASSING DIRECTLY OVERHEAD. HE ESTIMATED ITS CLRNC TO BE 100-200'. ABOUT 20 SECS LATER; I REGAINED ENOUGH COMPOSURE TO ASK APCH CTL WHY THEY HAD NOT CALLED OUT THAT TFC. APCH CTL REPLIED THAT THE OTHER ACFT WAS 900' ABOVE US AND THAT SHE HADN'T SEEN IT. 'IT'S OUTSIDE THE TCA;' SHE ADDED. HER TONE OF VOICE CLEARLY IMPLIED; 'BIG DEAL! WHAT'S YOUR PROB?' OF COURSE BY THEN THE OTHER ACFT WOULD BE HIGHER THAN US; HE WAS OBVIOUSLY STILL CLBING AT MAX RATE AND WE WERE DSNDING AS SHARPLY AS WE COULD W/O TURNING THE AIRPLANE UPSIDE DOWN. IT IS DIFFICULT TO SAY WHY I HAD NOT SPOTTED THE OTHER ACFT SOONER. IT ALL HAPPENED WITH SUCH STARTLING SPD THAT I CANNOT EVEN SAY WHETHER IT FIRST APPEARED IN THE FRONT OR THE SIDE WINDOW. IT MIGHT HAVE BEEN BEHIND THE METAL FRAME SEPARATING THE 2. WE CONTINUED IN TO LAND AT BOS W/O FURTHER INCIDENT. THERE WAS NO INJURY TO PAX OR CREW; BUT THE F/A'S ALL STATED THAT THEY NOTICED THE SHARP PITCHOVER AND THAT IF THEY HADN'T BEEN STRAPPED IN THEIR SEATS; THEY WOULD HAVE COME OFF THE FLOOR. I AM SURE THEY WOULD HAVE; BUT A MIDAIR COLLISION WAS AVOIDED. THE CTLR IN THIS INSTANCE WAS BUSY AND AS SHE POINTED OUT; WE WERE OUTSIDE THE TCA. IT IS COMFORTING TO KNOW THAT SHE WAS IN NO WAY RESPONSIBLE FOR POINTING OUT VFR TFC. AS A P.S.; I WOULD LIKE TO NOTE THAT WHILE CLBING OR DSNDING; A PLT'S JUDGEMENT OF VERT SEP IS AS LEAST IMPAIRED AND MAY BE COMPLETELY ERRONEOUS. IT WOULD NOT BE ACCURATE UNTIL YOU ACTUALLY HIT. WITH THE HORIZON DISPLACED ON THE WINDSHIELD DUE TO THE DSCNT AND SOMEWHAT OBSCURED DUE TO A SLIGHT HAZE; ANY ESTIMATE OF OUR INITIAL VERT SEP COULD HAVE TAKEN A FEW SECS; AND AT THAT CLOSURE RATE; YOU DO NOT HAVE SEVERAL SECS TO INITIATE ACTION. I RECALL AN ACCIDENT SOME 30 YRS AGO WHERE AN ACFT DEPARTING NY SBND AT NIGHT BECAME INVERTED IN ITS ATTEMPT TO MISS THE APCHING LNDG LIGHTS OF ANOTHER PLANE THAT WAS ACTUALLY 1000 OR MORE FT VERT SEPARATED FROM HIM. THE ACFT CRASHED IN THE OCEAN JUST S OF NYC WITH THE LOSS OF ALL SOULS.,mlg ha nmac anoth acft ; AN smt OR larger ; outsid bo tca . flt portland ; ME ; wa approx 20 MI out OF boston ; dsnding through about 6400 ' AT 250 kt assign TO intercept il rwi 27 loc when I spot AN acft AT about 10:30 po ON A collis cours . acft AN sma type OF profil ; but look bigger I judg IT TO BE AT same alt WE AT most 1-2 MI away . there wa NO time TO turn . I close throttl immedi put plane into A dive AS rapidli AS possibl . IT appear that other acft start TO clb it right wing went UP . it direct OF flt wa toward nne ; WE come E either ON rwi 27 loc OR about TO intercept IT . whole incid happen SO fast ( about 5-15 sec ) that f/o did n't even see other acft until IT wa pass directli overhead . HE estim it clrnc TO BE 100-200 ' . about 20 sec later ; I regain enough composur TO ask apch ctl whi they not call out that tfc . apch ctl repli that other acft wa 900 ' abov US that she n't seen IT . 'it 'S outsid tca ; ' she ad . her tone OF voic clearli impli ; 'big deal ! what 'S your prob ? ' OF cours BY then other acft would BE higher US ; HE wa obvious still clbing AT max rate WE dsnding AS sharpli AS WE could w/o turn airplan upsid down . IT IS difficult TO say whi I not spot other acft sooner . IT all happen such startl spd that I can not even say whether IT first appear IN front OR side window . IT might have been behind metal frame separ 2 . WE continu IN TO land AT bo w/o further incid . there wa NO injuri TO pax OR crew ; but f/a 'S all state that they notic sharp pitchov that IF they n't been strap IN their seat ; they would have come off floor . I AM sure they would have ; but A midair collis wa avoid . ctlr IN thi instanc wa busi AS she point out ; WE outsid tca . IT IS comfort TO know that she wa IN NO way respons point out vfr tfc . AS A p. . ; I would like TO note that clbing OR dsnding ; A plt 'S judgement OF vert sep IS AS least impair may BE complet erron . IT would not BE accur until you actual hit . horizon displac ON windshield due TO dscnt somewhat obscur due TO A slight haze ; ani estim OF initi vert sep could have taken A few sec ; AT that closur rate ; you DO not have sever sec TO initi action . I recal AN accid some 30 yr ago where AN acft depart NY sbnd AT night becam invert IN it attempt TO miss apch lndg light OF anoth plane that wa actual 1000 OR more FT vert separ him . acft crash IN ocean just S OF nyc loss OF all soul . ,MLG HAS NMAC WITH ANOTHER ACFT; AN SMT OR LARGER; OUTSIDE THE BOS TCA.
15,100,0,IN BTWN STUDENTS I WAS WATCHING LCL TFC AT OXC. AS IS CUSTOMARY; EVEN THOUGH RWY 18 WAS ACTIVE; PEOPLE WERE PRACTICING THE ILS 36 APCH. I OBSERVED AN SMA X TAKING OFF RWY 18. AT THE SAME TIME AN SMA Y FOLLOWING THE ILS 36 ON A 1/4 MI FINAL. THE SMA Y APPEARED TO BE CONTINUING FOR LNDG. AT APPROX 100' AGL BOTH ACFT APPEARED TO NOTICE EACH OTHER AND TOOK EVASIVE ACTION. IT APPEARS THAT PERMITTING CONVERGING APCHS TO MINIMUMS AT UNCTLED FIELDS WILL EVENTUALLY LEAD TO MORE MIDAIRS (EG; SAN LUIS OBISPO SEVERAL YRS AGO). AS AN INSTR I FEEL MORE VULNERABLE TO THIS SITUATION BECAUSE OF MY CONTINUOUS USE OF UNCTLED AIR FIELDS. PLT EDUCATION AND ENFORCEMENT SHOULD STRESS SAFETY AT UNCTLED FIELDS. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING: RPTR EXPRESSED GREAT CONCERN ABOUT THE FREQ OF THIS NMAC SITUATION. HE IS A FLT INSTR AND FEELS STUDENTS IN TRNING HAVE ENOUGH TO CONSIDER W/O THIS DANGEROUS SITUATION OF HEAD ON TFC. FEELS AIM OR FAR'S SHOULD BE SPECIFIC ABOUT LIMITS FOR PRACTICE APCHS AT UNCTLED ARPTS.,nmac AT uncontrol arpt involv il apch opposit direct rwi IN use . IN btwn student I wa watch lcl tfc AT oxc . AS IS customari ; even though rwi 18 wa activ ; peopl practic il 36 apch . I observ AN sma X take off rwi 18 . AT same time AN sma Y il 36 ON A 1/4 MI final . sma Y appear TO BE continu lndg . AT approx 100 ' agl both acft appear TO notic each other took evas action . IT appear that permit converg apch TO minimum AT unctl field will eventu lead TO more midair ( EG ; san lui obispo sever yr ago ) . AS AN instr I feel more vulner TO thi situat becaus OF MY continu use OF unctl field . plt educ enforc should stress safeti AT unctl field . callback convers rptr reveal : rptr express great concern about freq OF thi nmac situat . HE IS A flt instr feel student IN trning have enough TO consid w/o thi danger situat OF head ON tfc . feel aim OR far 'S should BE specif about limit practic apch AT unctl arpt . ,NMAC AT UNCONTROLLED ARPT INVOLVING ILS APCHS AND OPPOSITE DIRECTION RWY IN USE.
16,16500,15,WE WERE ON AN IFR FLT PLAN UNDER ARTCC CTL. WHILE DSNDING THROUGH APPROX 17000' FOR 11000; ARTCC CALLED OUT TFC AT 1 O'CLOCK; 1 MI AT 16500'. AS ARTCC ENDED HIS XMISSION; THE F/O AND I SAW A BRIGHT YELLOW ACFT AT OUR 2 O'CLOCK POS; AT OUR ALT; WHICH WAS NOW ABOUT 16500'; AND AT A RANGE OF ABOUT 300'. WE BELIEVE THIS YELLOW ACFT WAS AN LTT. THE YELLOW ACFT WAS DIFFICULT TO IDENTIFY BECAUSE: HE WAS SO CLOSE THAT WE SAW HIM FOR ONE SECOND OR LESS AND HE WAS IN A HARD LEFT TURN AND WE COULD ONLY SEE THE BOTTOM OF HIS ACFT. WE HAD INSUFFICIENT WARNING AND INSUFFICIENT TIME AFTER SIGHTING THE OTHER ACFT TO TAKE EVASIVE ACTION. OUR COURSE WAS 055 DEGS AND THE YELLOW ACFT WAS HDG APPROX 330 DEGS.,nmac between acr-mlg unk-ltt . WE ON AN ifr flt plan under artcc ctl . dsnding through approx 17000 ' 11000 ; artcc call out tfc AT 1 o'clock ; 1 MI AT 16500 ' . AS artcc end hi xmission ; f/o I saw A bright yellow acft AT 2 o'clock po ; AT alt ; which wa now about 16500 ' ; AT A rang OF about 300 ' . WE believ thi yellow acft wa AN ltt . yellow acft wa difficult TO identifi becaus : HE wa SO close that WE saw him one second OR HE wa IN A hard left turn WE could onli see bottom OF hi acft . WE insuffici warn insuffici time after sight other acft TO take evas action . cours wa 055 deg yellow acft wa hdg approx 330 deg . ,NMAC BETWEEN ACR-MLG AND UNK-LTT.
17,600,0,I WAS FLYING AN LTT INTO LEBANON; NH; 8/FRI/88. I WAS IN THE TFC PATTERN--LEFT TFC RWY 25. I RPTED LEFT DOWNWIND. WAS TOLD BY THE TWR TO RPT A LEFT BASE. I RPTED A LEFT BASE AND WAS TOLD BY TWR THAT I WAS IN SIGHT AND THAT I WAS CLRED TO LAND ON RWY 25. IMMEDIATELY FOLLOWING THAT RADIO XMISSION; THE TWR RECEIVED A RADIO CALL FROM AN SMA WHO RPTED OVER THE LEB VOR. THE TWR TOLD THE SMA THAT HE WAS #2 TO FOLLOW AN LTT IN A LEFT BASE (MY ACFT). I TURNED FINAL AND PROCEEDED TO LAND. I NEVER SAW THE SMA. EVIDENTLY THE SMA DID NOT SEE ME UNTIL HE CAME TO WITHIN A RPTED 100-200'. THE VIS WAS 5 MI IN HAZE AND THE SUN MAY HAVE OBSCURED VIS SOMEWHAT. PERHAPS THE SMA SHOULD HAVE RPTED TO THE TWR HE DID NOT HAVE ME IN SIGHT OR THE TWR SHOULD HAVE ASKED THE SMA IF HE HAD ME IN SIGHT. I AM FILING THIS RPT UPON HEARING THAT THE SMA IS FILING A NEAR MISS RPT AND I WANTED TO GIVE MY VERSION OF THE EVENTS THAT TOOK PLACE.,nmac . I wa fli AN ltt into lebanon ; NH ; 8/fri/88 . I wa IN tfc pattern -- left tfc rwi 25 . I rpted left downwind . wa told BY twr TO rpt A left base . I rpted A left base wa told BY twr that I wa IN sight that I wa clred TO land ON rwi 25 . immedi that radio xmission ; twr receiv A radio call AN sma who rpted over leb vor . twr told sma that HE wa # 2 TO AN ltt IN A left base ( MY acft ) . I turn final proceed TO land . I never saw sma . evid sma did not see ME until HE came TO within A rpted 100-200 ' . vi wa 5 MI IN haze sun may have obscur vi somewhat . perhap sma should have rpted TO twr HE did not have ME IN sight OR twr should have ask sma IF HE ME IN sight . I AM file thi rpt upon hear that sma IS file A near miss rpt I want TO give MY version OF event that took place . ,NMAC.
18,12000,5,SMT X TOOK CLRNC MEANT FOR MLT Y AND DSNDED THROUGH LTT Z BELOW HIM. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING: SMT X AND MLT Y WERE BOTH NE BOUND V268; WITH SMT X LNDG EWB AND MLT Y LNDG NZW. LTT Z WAS OPPOSITE DIRECTION AT 12000'. BOTH SMT X AND MLT Y WERE AT 13000'. RPTR GAVE DSCNT CLRNC TO MLT Y AND BOTH MLT Y AND SMT X ACKNOWLEDGED FOR THE CLRNC. RPTR DID NOT HEAR SMT X ACKNOWLEDGE. LATER; DURING THE INVESTIGATION; AND WHILE LISTENING TO THE TAPES; IT WAS FOUND THAT MLT Y'S ACKNOWLEDGEMENT WAS ONLY A HISS AND THE READBACK FROM SMT X IS LOUD AND CLEAR. RPTR ADMITTED THAT HE DID NOT HEAR THE WRONG ACFT ANSWER FOR THE DSCNT CLRNC. BY THE TIME HE SAW THE MODE C OF SMT X SHOWING DSCNT; IT WAS TOO LATE TO CORRECT THE MISTAKE AND AVOID A LOSS OF SEP.,standard separ when smt took descent clrnc meant anoth acft came into conflict AN ltt ; opposit direct ON same airway . smt X took clrnc meant mlt Y dsnded through ltt Z below him . callback convers rptr reveal : smt X mlt Y both NE bound v268 ; smt X lndg ewb mlt Y lndg nzw . ltt Z wa opposit direct AT 12000 ' . both smt X mlt Y AT 13000 ' . rptr gave dscnt clrnc TO mlt Y both mlt Y smt X acknowledg clrnc . rptr did not hear smt X acknowledg . later ; dure investig ; listen TO tape ; IT wa found that mlt Y 'S acknowledg wa onli A hiss readback smt X IS loud clear . rptr admit that HE did not hear wrong acft answer dscnt clrnc . BY time HE saw mode C OF smt X show dscnt ; IT wa too late TO correct mistak avoid A loss OF sep . ,LESS THAN STANDARD SEPARATION WHEN SMT TOOK DESCENT CLRNC MEANT FOR ANOTHER ACFT AND CAME INTO CONFLICT WITH AN LTT; OPPOSITE DIRECTION ON THE SAME AIRWAY.
19,5500,54,ON THE GARDNER 2 ARR TO BOS FLYING THE 111 DEG R LEVEL AT 6000' NOTICED LIGHTS OF AN ACFT FLYING APPROX SW DIRECTION. HOWEVER DUE TO STRATO TYPE CLOUDS; COULD NOT DETERMINE ALT ALTHOUGH COULD TELL THERE WAS A CONVERGENCE OF THE 2 ACFT. ABOUT TIME TO ASK BOS APCH OF OTHER ACFT APCH ADVISED LGT Y TO TURN TO 180 DEG HDG AND MLG X (US) TO TURN TO 180 DEG HDG DSND IMMEDIATELY TO 5000'. BELIEVE OTHER ACFT WAS LGT; WE WERE AN MLG MODEL. DEFINITE CTLR ERROR; HOWEVER HE ACTUALLY AGGRAVATED THE SITUATION BY TURNING BOTH ACFT TO THE SAME HDG WHICH PUT THE WING UP INTO THE OTHER ACFT. WE KEPT THE OTHER ACFT IN SIGHT; HOWEVER UNTIL SUFFICIENT DISTANCE SEPARATED US.,acr-mlg flt crew sight took action TO avoid AN acr-lgt converg AT same alt . ON gardner 2 arr TO bo fli 111 deg R level AT 6000 ' notic light OF AN acft fli approx SW direct . howev due TO strato type cloud ; could not determin alt although could tell there wa A converg OF 2 acft . about time TO ask bo apch OF other acft apch advis lgt Y TO turn TO 180 deg hdg mlg X ( US ) TO turn TO 180 deg hdg dsnd immedi TO 5000 ' . believ other acft wa lgt ; WE AN mlg model . definit ctlr error ; howev HE actual aggrav situat BY turn both acft TO same hdg which put wing UP into other acft . WE kept other acft IN sight ; howev until suffici distanc separ US . ,ACR-MLG FLT CREW SIGHTED AND TOOK ACTION TO AVOID AN ACR-LGT CONVERGING AT THE SAME ALT.
