 ,Time,Time,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
85244,198804,0601-1200,MHT,NH,,8,,4000,VMC,7,,Daylight,3800,,TRACON MHT,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Descent; Descent,Direct,Class E MHT,,,,,,,,,,,,,,,,Personal,Sail Plane,,1,,None,Personal,,,,,,,,,,,,,,,,,Air Carrier,First Officer,Flight Crew Flight Engineer; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 200; Flight Crew Total 8500; Flight Crew Type 500,,,,85244,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Engineer,Flight Crew Last 90 Days 255; Flight Crew Total 10000; Flight Crew Type 1600,,,,85174,Conflict NMAC,,,Person Flight Crew,,General None Reported / Taken,,Human Factors,"ENRTE BOS DIRECT MHT; RADAR VECTORS TO VISUAL APCH TO RWY 35 MHT; NORMAL FLT AND LNDG. ENRTE TO MCO WE RECEIVED AN ACARS MESSAGE FROM OUR OPS TO CALL MHT TWR UPON ARR IN MCO. THE CAPT DID SO AND WAS TOLD THAT A SAILPLANE IN TOW RPTED A NEAR MISS WITH US APPROX 8 MI SE OF MHT. HE WAS ALSO TOLD THAT THE TOW PLANE SAW AND RPTED NOTHING. FROM HIS (THE SAILPLANE PLT) RPT; WE ESTIMATE BEING 4000'. OUR FINAL CRUISE ALT FROM BOS WAS 7000' MSL. WE SAW NOTHING AND TOOK NO EVASIVE ACTION. I WOULD LIKE TO MENTION THAT THE CAPT DID RPT A SAILPLANE THAT HE SPOTTED WELL BELOW US--IN FACT; BELOW THE 3800' BROKEN LAYER WE WERE ABOVE AT A POINT INSIDE THE MHT CTL ZONE WHILE WE WERE ON A VECTOR FOR THE VISUAL APCH TO RWY 35 MHT. HE DID NOT SEE A TOWPLANE THOUGH; ONLY THE SAILPLANE. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING: FLT CREW HAS HEARD NOTHING FURTHER FROM THE INCIDENT. THE GLIDER PLT THAT FILED RPT SAID HE FELT THE JET WASH SO THAT COULD HAVE BEEN SOME DISTANCE AFTER JET PASSED. RPTR SAID GLIDER PLT MAY HAVE RECONSIDERED FILING NMAC AS WAS IN AREA WHERE DID NOT BELONG. THIS RPT WAS FILED IN CASE WE GET MORE FROM SAME AREA.",,,,"NMAC BETWEEN ACR MLG AND GLIDER.",
85251,198804,0601-1200,BOS,MA,,,,16000,IMC,,,Daylight,,,Center ZBW,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Cruise; Cruise; Climb,Vectors; Airway ZBW,Class E ZBW,,,,,,,,,,,,,,,,Corporate,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,,,Descent; Descent,Vectors,,,,,,,,,,,,,,Government,Enroute,Air Traffic Control Fully Certified,,,,,85251,,,,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,,ATC Issue All Types; Conflict Airborne Conflict,Horizontal 28080; Vertical 0,,Automation Air Traffic Control; Person Air Traffic Control,,Air Traffic Control Issued New Clearance,,Human Factors,"MLG Y WAS HANDED OFF TO ME DSNDING FROM FL240 TO 150. LGT X WAS HANDED OFF TO ME FROM APCH CTL CLBING TO 14000'. USING THE COMPUTER GND SPDS AND THE J CIRCLE (5 MI CIRCLE USED AT CENTER FOR SEP). I OBSERVED MLG Y AT 350 KTS AND LGT X AT 330 KTS. LGT X WAS INTRAIL AND TO THE LEFT OF MLG Y BE A MEASURED 7 MI. I CLBED LGT X TO HIS REQUESTED ALT OF 16000' AND HE LEVELED OFF. SPDS STILL REMAINED CONSTANT FOR BOTH. ABOUT 1 MIN LATER I DSNDED MLG Y TO 11000' AS HE WAS LNDG AT BDL ARPT; WHICH WAS ABOUT ANOTHER 50 MI. AS MLG Y WENT BELOW FL180 DSNDING TO 11000' HIS GND SPD DROPPED TO 330 KTS. AT ABOUT THIS TIME LGT X INCREASED HIS GND SPD TO 390 KTS. I TURNED BOTH ACFT 260 DEGS HDG TO MLG Y AND 240 DEG HDG TO LGT X. MINIMUM SEP WENT TO 4.68 MI AS ALTS PASSED AND THEN INCREASED BECAUSE OF THE HDGS. NO EVASIVE ACTION WAS NEEDED. HAD I KNOWN OF THE SPD CHANGES I WOULD HAVE ASSIGNED INDICATED SPDS TO BOTH ACFT. THE CTLRS' HANDBOOK AND THE AIRMEN'S INFO MANUAL BOTH STATE THAT THE PLT IS REQUIRED TO TELL ATC OF SPD CHANGES OF MORE THAN 10 KTS. ALSO LGT X COMPANY HAS ITS OWN ORDER OUT FOR THEIR ACFT TO FLY A 300 IAS FOR FUEL SAVINGS. LGT X HAD TO BE DOING AROUND 350 IAS.",,,,"ARTCC CTLR HAD LESS THAN STANDARD SEPARATION WHILE DESCENDING AN MLG THROUGH ALT OF LGT.",
85627,198804,1201-1800,GDM,MA,111,10,,10700,VMC,15,,Daylight,,,Center ZBW,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Cruise; Cruise,Airway ZBW; STAR STAR,,,,,,,,,,,,,,,,,,Small Transport; Low Wing; 2 Recip Eng,,,,VFR,,,Climb,,,,,,,,,,,,,,,Air Carrier,Pilot Flying; First Officer,Flight Crew Commercial; Flight Crew Flight Engineer; Flight Crew Instrument,Flight Crew Last 90 Days 135; Flight Crew Total 16913; Flight Crew Type 12900,,,,85627,,,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 13; Flight Crew Total 11600; Flight Crew Type 10500,,,,85767,Conflict Airborne Conflict; Deviation - Procedural FAR,Horizontal 750; Vertical 0,,Person Air Traffic Control; Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,"I WAS FLYING THE ACFT AT 11000' MSL LEVEL FLT AIRSPD 250 KTS. THE CAPT WAS WORKING THE RADIOS. ATC ADVISED; 'TFC 10-11 O'CLOCK; 6 MI; 10000' SWBOUND; UNVERIFIED.' OUR CREW THOUGHT IT STRANGE THAT THE TFC WAS NOT AT A VFR ALT. WE ALL LOOKED FOR THE TFC. ATC: 'TFC NOW (BROKEN XMISSION) MI 10500' TURNING WBOUND.' S/O OR JUMPSEAT RIDER: 'THERE; 11 O'CLOCK; JUST ABOVE THE HORIZON.' THE CAPT STATED; 'WATCH HIM; HE'S CLBING.' THE ACFT APPEARED TO BE A LIGHT TWIN ENG ACFT. ATC: '10700.' THE ACFT WAS WINGS LEVEL OFF THE LEFT SIDE OF OUR ACFT; AT WHAT LOOKED LIKE THE SAME ALT. I WAS ABOUT TO TAKE EVASIVE ACTION WHEN I SAW THE LIGHT TWIN MAKE A VERY STEEP RIGHT TURN. THE CAPT STATED; 'HE'S GOING TO MISS US!' THE ACFT PASSED OFF THE LEFT SIDE OF OUR ACFT. THE CAPT STATED TO BOS CENTER; 'DAMN; THAT WAS TOO CLOSE.' ATC RESPONDED THAT 'HE HOPED THE TARGET HAD US VISUALLY.' I FEEL BOS CENTER FELT; ON THE FIRST CALLOUT; THAT THERE WOULD NOT BE A CONFLICT WITH THE TFC. ATC REALIZED THE PROB WHEN THE TARGET TURNED WBOUND AND BEGAN TO CLB. I DON'T THINK ATC HAD TIME TO VECTOR US AWAY FROM THE TFC AND THAT HE DID THE PROPER THING BY KEEPING US INFORMED OF THE TARGET'S ALT AND HDG. SUPPLEMENTAL INFO FROM ACN 85767: ATC: '10700';' TARGET NOT IDENTED BY HEAD ON PROFILE AS A LIGHT TWIN; WINGS LEVEL AT LEFT SIDE OF MY WINDSHIELD AT OUR ALT. I REACHED FOR THE YOKE TO BREAK RIGHT; (F/O STATED LATER HE WAS ABOUT TO ALSO) BUT SAW THE TWIN MAKE A VERY STEEP RIGHT BANK; AND I STATED; 'HE'S GOING TO MISS US!' TWIN PASSED MY LEFT SLIDING WINDOW SHOWING US HIS UNDERSIDE. AS I FOLLOWED THE SMT Y LOOKING AFT; HE APPEARED TO LEVEL HIS WINGS AND APPEARED TO PASS BEHIND US. I STATED TO ATC; 'DAMN; THAT WAS TOO CLOSE;' AND ATC ANSWERED TO THE EFFECT THAT HE HAD HOPED THE TARGET HAD US VISUALLY. I BELIEVE THAT ATC FELT; THE SAME AS I DID; THAT ON THE FIRST CALLOUT THERE WOULD BE NO CONFLICT; (IE; THE SMT Y HDG SW WOULD PUT HIM FAR TO OUR RIGHT WHEN OUR PATHS CONVERGED). HE REALIZED THE PROB WHEN HE SAW THE TARGET TURN W AND CLB; BUT DID NOT HAVE TIME TO VECTOR US. I FEEL THAT HIS ACTION IN KEEPING US INFORMED WAS ABOUT ALL HE COULD DO.",,,,"LGT ON IFR ARR ROUTE WAS GIVEN TRAFFIC ON UNK-SMT B WHO LATER TOOK EVASIVE ACTION MISS THE LGT.",
86419,198804,1201-1800,BDL,CT,,3,,4000,VMC,,,Daylight,,,TRACON BDL,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Cruise,,Class C BDL,,,,,,,,,,,,,,,,,Small Transport; Low Wing; 2 Recip Eng,,,,,,,Cruise,,,,,,,,,,,,,,,Air Carrier,Flight Engineer / Second Officer,Flight Crew Commercial; Flight Crew Flight Engineer; Flight Crew Instrument,Flight Crew Last 90 Days 240; Flight Crew Total 1400; Flight Crew Type 1160,,,,86419,,,,Captain,Flight Crew Air Transport Pilot (ATP),,,,,,Conflict NMAC; Deviation - Procedural Clearance; Other Airspace Violation Entry or Exit,Horizontal 450; Vertical 0,,Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,"WE WERE DSNDED DOWN TO 4000' MSL. DSCNT CHKLIST WERE COMPLETE; ALTIMETERS SET TO BDL SETTINGS. CAPT'S AND COPLT'S ALTIMETERS WERE WITHIN +/-25'. WHILE LEVEL AT 4000' APPROX 3 MI S OF ARPT; APCH CALLED TFC 11:30-12 O'CLOCK POS; 3500' AND 2 MI. WE RESPONDED; 'NO JOY.' 30 SECS LATER WE; COPLT AND MYSELF; SPOTTED TFC 12 O'CLOCK AT OUR ALT LESS THAN 1000' PASSING W TO E. WE HARDBANKED LEFT; HE DID THE SAME; PASSING OFF RIGHT WING TIP. APCH ASKED THE ACFT; A TWIN ENG SMT; WHAT HIS ALT WAS. NO ANSWER. HE ASKED AGAIN; NO ANSWER. WE WERE SWITCHED OVER TO TWR CTL AND HEARD NOTHING MORE. FLT CREWS FIRST LEG TOGETHER WITH NO PROBS. THE WX WAS A LOW LYING HAZE; TOPS ABOUT 2000'. WHY THEN DIDN'T WE SEE THE TFC? THREE SETS OF EYES WERE LOOKING FOR HIM. BETTER YET; WHY DIDN'T HE SEE US? ALL LIGHTS WERE ON ON A FAIRLY LARGE ACFT (LGT)? CORRECTIVE ACTION TO THE LEFT BECAUSE OF HIS DIRECTION OF FLT. IF WE TURNED RIGHT IT WOULD HAVE BEEN DISASTROUS. IT SEEMS A TCA WOULD HAVE DEFINITELY HELPED. I THINK ATC IS CUTTING ACFT TOO CLOSE TO ACCOMMODATE TOO MANY ACFT AT ONE TIME--ESPECIALLY GA AND TRANSPORT. THEY MUST REMEMBER WHO PAYS TO USE THE ARPTS AND GIVE PRIORITY TO THE TRANSPORTS. LET'S RECOMMEND TO KEEP THE F/E'S POS FOR IF EVEN THE SIMPLE FACT OF 3 SETS OF EYES ARE BETTER THAN 2. IN THIS CASE; IT PROBABLY WOULD HAVE ENDED IN TRAGEDY W/O ONE.",,,,"LGT AND SMT HAVE NEAR MIDAIR COLLISION.",
86873,198805,1801-2400,BDL,CT,,15,,5000,VMC,,,Night,,,TRACON BDL,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Cruise; Descent; Descent,Vectors,Class E BDL,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,IFR,,,Initial Approach,,,,,,,,,,,,,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 200; Flight Crew Total 9000; Flight Crew Type 1500,,,,86873,,,,Approach,Air Traffic Control Fully Certified,,,,,,ATC Issue All Types; Conflict Airborne Conflict,Horizontal 3000; Vertical 600,,Person Flight Crew; Person Air Traffic Control,,Air Traffic Control Issued New Clearance,,Human Factors,"APCH SAID TO SLOW TO 210K. WE ASKED FOR A LOWER ALT; APCH SAID AFTER SLOWING; DESCEND TO 5000'. APCH LATER SAID HE WOULD 'BOX US IN FROM THE NORTH SIDE'. I SAW ANOTHER ACFT COMING FROM THE LEFT; (WHO WAS ON LOC AT 5000) I ASKED APCH SEVERAL TIMES ABOUT THIS OTHER ACFT; BUT HE WAS TOO BUSY TO RESPOND. ONCE HE DID RESPOND HE ABRUPTLY SAID MAINTAIN 6000'.WE WERE AT 5600' DESCENDING AND CLIMBED BACK TO 6000'. MY GUESS IS THAT MOST ACFT WERE DESCENDING TO 5000 AND WHEN GIVING US THAT CLRNC THE CTLR DID NOT EXPECT TO HAVE TO SEND US THROUGH THE LOC.",,,,"CLOSE PROX ACR MLG AND UNK ON ILS APCH TO BDL.",
87789,198805,1801-2400,BOS,MA,,7,,1500,Mixed,,,Night,2000,,TRACON BOS,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Descent; Initial Approach; Descent,Visual Approach,Class E BOS,,,,,,,,,,,,,,,,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Descent; Descent; Initial Approach,Other Straight In,,,,,,,,,,,,,,Government,Approach,Air Traffic Control Fully Certified,Air Traffic Control Non Radar 2; Air Traffic Control Radar 4,,,,87789,,,,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP),,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Horizontal 6000; Vertical 0,,Automation Air Traffic Control; Person Air Traffic Control,,General None Reported / Taken,,Human Factors,"THE WX WAS RPTED VFR 20 SCATTERED; 250 SCATTERED. ONE ACFT VECTORED FOR ILS 4R; THE OTHER VECTORED FOR VISUAL APCH TO 4L. CLOUD LAYER MOVED IN. THE SEVERITY OF THE CLOUD LAYER WAS NOT MADE CLEAR. ATC WAS MISTAKEN AS TO THE VMA IN THE AREA AND DSNDED ACFT ON VISUAL APCH TO WHAT HE THOUGHT WAS MVA IN ORDER TO GET BELOW CLOUDS. THE SEP BTWN ACFT ON VISUAL APCH AND ACFT ON ILS APCH WAS SUBSEQUENTLY LOST. THIS INFO CAME TO LIGHT AFTER NTAP. IN THE CTLR'S JUDGEMENT; SEP WAS NOT LOST. SEP WAS ALSO LOST BTWN THE ACFT ON VISUAL APCH ON AND TERRAIN. THE SOLUTION TO THE PROB IS TO MAKE CTLRS MORE AWARE OF WX AND HOW QUICKLY AND SEVERELY IT CAN MOVE IN. ADDITIONALLY; THE ACFT ON VISUAL APCH NEVER MADE ANY COMMENT ABOUT THE CLOUDS; WHICH LED THE CTLR TO BELIEVE THE CLOUDS WERE JUST A SCATTERED LAYER AND NOT A FACTOR TO A GOOD; SAFE VISUAL APCH. THE PLT WAS AWARE THAT HE WAS ON VECTORS FOR THE VISUAL APCH. ALSO; TRNING SHOULD BE GIVEN TO CTLRS TO REFRESH MEMORIES ABOUT MVA'S; AS SOMETIMES WE TEND TO DO THINGS BY ROTE. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING: RPTR CTLR WAS VECTORING AN ACR MLG FOR A VISUAL APCH TO RWY 4L AND; THINKING THE MVA WAS 1500' WITH A SCATTERED CLOUD LAYER AT 2000'; DSNDED THE MLG TO 1500' IN AN AREA OF 1800 MVA. THAT WAS ERROR #1. THEN; AS THE MLG APCHED THE FINAL APCH COURSE FOR RWY 4L AND THE ACR LGT ON ILS RWY 4R; STILL NOT IN THE CLOUDS; RADAR SEP WAS LOST BETWEEN THE TWO WHEN THE MLG ENTERED MORE CLOUDS AND LOST SIGHT OF THE LGT. THIS SYSTEM ERROR OCCURRED MAINLY BECAUSE THE CTLR CONTINUED TO TRY TO CONDUCT VISUAL APCHS AFTER THE WX HAD DETERIORATED TO THE POINT THAT VISUAL APCHS COULD NOT WORK.",,,,"ACR-MLG BEING VECTORED FOR VISUAL APCH WAS DESCENDED BELOW MVA AND INTO CONFLICT WITH ACR-LGT ON ILS APCH.",
88552,198806,0601-1200,HVN,CT,,15,,3000,VMC,20,,Daylight,,,TRACON N90,Air Carrier,Light Transport,,2,,IFR,Passenger,,Descent; Descent,,Class E N90,,,,,,,,,,,,,,,,,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,,,,,,,,,,,,,,,,,,,,,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 220; Flight Crew Total 3800; Flight Crew Type 600,,,,88552,,,,First Officer,Flight Crew Commercial; Flight Crew Instrument,,,,,,Conflict NMAC,Horizontal 200; Vertical 100,,Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,"APCH CLRED US TO DESCEND FROM 5000' TO 3000'; DESCENDING THROUGH 4000' THE DESCENT CHECKLIST WAS INITIATED. THE NON-FLYING PLT (F/O) CHALLENGED; AND I WAS RESPONDING; TO THE CHECKLIST ITEMS. DURING THIS PHASE OUR ATTN WAS DIVERTED TO COCKPIT TASKS; AND THUS OUR OUTSIDE SCAN WAS INTERRUPTED. WITHIN 15 SECONDS OF LEVELING AT 3000' AN SMA APPEARED FROM OUR 3:30 POSITION AT APPROX THE SAME ALT. I INITIATED EVASIVE ACTION (DESCENT AND TURN TO THE RIGHT) AND WE PASSED WITHIN A FEW HUNDRED FEET OF THE SMA. I BELIEVE THE PRIMARY CAUSE OF THE NEAR-MISS WAS REDUCED VIGILANCE OUTSIDE THE COCKPIT WHILE DEALING WITH THE DISTR OF THE REQUIRED CHECKLIST. THE APCH CTLR NEVER CALLED THE TFC OUT TO US - PROBABLY BECAUSE HE HIMSELF WAS VERY BUSY WITH IFR TFC AND PROVIDING RADAR ADVISORIES TO NUMEROUS VFR ACFT. I FEEL SAFER FLYING ON A LOW IFR DAY; WHEN ALL THE SMA'S ARE ON THE GND. THIS INCIDENT REINFORCES MY RESOLVE TO KEEP AN EYE OUTSIDE DURING/WHILE 'CHECKS' ARE IN PROGRESS INSIDE THE COCKPIT.",,,,"LTT AND SMA HAVE NMAC.",
88837,198806,0601-1200,PVD,RI,,30,,12500,VMC,15,,Daylight,,,TRACON PVD,Air Carrier,Large Transport; Low Wing; 3 Turbojet Eng,,3,,IFR,Passenger,,Descent; Descent,Airway PVD,,,,,,,,,,,,,,,,,,Small Transport; Low Wing; 2 Turboprop Eng,,1,,VFR,,,Cruise; Cruise,,,,,,,,,,,,,,,Air Carrier,Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Flight Engineer,Flight Crew Last 90 Days 200; Flight Crew Total 16000; Flight Crew Type 10000,,,,88837,,,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP),,,,,,Conflict NMAC,Horizontal 0; Vertical 200,,Person Flight Crew,,General None Reported / Taken,,Human Factors,"QUONSET APCH CTL ADVISED VFR TFC 12500'; 12 O'CLOCK. MY ACFT WAS DSNDING THROUGH 12500' AT MOMENT OF ADVISORY. F/O (FLYING) IMMEDIATELY INCREASED RATE OF DSCNT. TFC WAS SIGHTED 12 O'CLOCK; APPROX 1/4 MI AS MY ACFT PASSED THROUGH 12300'. TFC PASSED APPROX 200' OVERHEAD ON RECIPROCAL HDG. TFC WAS NOT IN RADIO CONTACT WITH APCH CTL. BELIEVED TO HAVE BEEN AN SMT. EARLIER ADVISORY WOULD HAVE BEEN HELPFUL. VIS WAS GOOD IN SOME HAZE. HEAD ON PROFILE MADE SIGHTING DIFFICULT. LACK OF COMS BTWN VFR TFC AND ATC MAJOR CAUSE.",,,,"CLOSE PROX ACR-LGT GA-SMT ON AIRWAY SOUTH OF PVD.",
89209,198806,1201-1800,PUT,CT,,12,,16000,VMC,,,Daylight,,,Center ZBW,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Cruise,Direct,Class E ZBW,,,,,,,,,,,,,,,,Corporate,Small Transport; Low Wing; 2 Turboprop Eng,,2,,IFR,Passenger,,Cruise,Direct,,,,,,,,,,,,,,Government,Enroute,Air Traffic Control Fully Certified,,,,,89209,,,Government,,Air Traffic Control Fully Certified,,,,,,ATC Issue All Types; Conflict Airborne Conflict,Horizontal 25800; Vertical 0,,Automation Air Traffic Control; Person Air Traffic Control,,Air Traffic Control Issued New Clearance; General None Reported / Taken,,Human Factors,"SEVERAL ACFT WERE A FACTOR. ALL ACFT WERE TO FLY IN SAME GENERAL DIRECTION. ACFT INVOLVED: #1 CLBING TO FLT LEVELS; DEPARTED PROVIDENCE; PROCEEDING VIA CTR WBOUND. #2: OUT OF HYA PROCEEDING TO EWR VIA BAF VORTAC AT 16000'. OTHER ACFT JET DSNDING OUT OF FLT LEVELS TO 17000'; LNDG SWF; LEVEL AT 17000' AT TIME OF INCIDENT. SEVERAL OTHER ACFT WBOUND OVER BAF OUT OF LOGAN ARPT LNDG LGA/HPN AND EWR. AWARENESS BY CTLR OF PENDING LOSS OF SEP (ACFT CONVERGING ON 300 DEG AND 280 DEG HDGS). UNABLE TO CLB TO ABOVE 16000' IN TIME DUE TO 17000' TFC. TURNED BOTH ACFT BUT NOT BEFORE LOSS OF LAT: 4.3 NM. NO EVASIVE ACTION REQUIRED. HUMAN ERROR DUE TO MISJUDGING PARALLEL HDGS. BETTER USE OF FLOW CTL ON TFC PROCEEDING OVER BAF/CTR VORTACS DURING CERTAIN TIMES OF THE DAY. OTHER CAUSE: CTLR ASSIGNED THE MANUAL CTL POS WAS NOT WORKING IN A TEAM ENVIRONMENT. COORD WAS NOT UP TO PAR. INSURE CAPABILITIES OF ALL CTLRS ASSIGNED BUSY SECTORS. STRESS TEAM EFFORT.",,,,"ACR-MLG AND CPR-SMT ON CONVERGING COURSES AT THE SAME ALT. LESS THAN STANDARD SEPARATION.",
89278,198806,1201-1800,BOS,MA,,20,,6400,VMC,8,,Daylight,,,TRACON BOS,Air Carrier,Medium Large Transport; Low Wing; 2 Turbojet Eng,,2,,IFR,Passenger,,Cruise,Vectors,Class E BOS,,,,,,,,,,,,,,,,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,,,,,,,,,,,,,,,,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 200; Flight Crew Total 21000; Flight Crew Type 300,,,,89278,,,,First Officer,Flight Crew Commercial; Flight Crew Instrument,,,,,,Conflict NMAC,Horizontal 0; Vertical 200,,Person Flight Crew,,Flight Crew Took Evasive Action,,Human Factors,"FLT FROM PORTLAND; ME; WAS APPROX 20 MI OUT OF BOSTON; DSNDING THROUGH ABOUT 6400' AT 250 KTS ASSIGNED TO INTERCEPT THE ILS RWY 27 LOC WHEN I SPOTTED AN ACFT AT ABOUT THE 10:30 POS ON A COLLISION COURSE. THE ACFT HAD AN SMA TYPE OF PROFILE; BUT LOOKED BIGGER AND I JUDGED IT TO BE AT THE SAME ALT WE WERE AND AT MOST 1-2 MI AWAY. THERE WAS NO TIME TO TURN. I CLOSED THE THROTTLES IMMEDIATELY AND PUT THE PLANE INTO A DIVE AS RAPIDLY AS POSSIBLE. IT APPEARED THAT THE OTHER ACFT STARTED TO CLB AND ITS RIGHT WING WENT UP. ITS DIRECTION OF FLT WAS TOWARD THE NNE; WHILE WE WERE COMING FROM THE E AND EITHER ON THE RWY 27 LOC OR ABOUT TO INTERCEPT IT. THE WHOLE INCIDENT HAPPENED SO FAST (ABOUT 5-15 SECS) THAT THE F/O DIDN'T EVEN SEE THE OTHER ACFT UNTIL IT WAS PASSING DIRECTLY OVERHEAD. HE ESTIMATED ITS CLRNC TO BE 100-200'. ABOUT 20 SECS LATER; I REGAINED ENOUGH COMPOSURE TO ASK APCH CTL WHY THEY HAD NOT CALLED OUT THAT TFC. APCH CTL REPLIED THAT THE OTHER ACFT WAS 900' ABOVE US AND THAT SHE HADN'T SEEN IT. 'IT'S OUTSIDE THE TCA;' SHE ADDED. HER TONE OF VOICE CLEARLY IMPLIED; 'BIG DEAL! WHAT'S YOUR PROB?' OF COURSE BY THEN THE OTHER ACFT WOULD BE HIGHER THAN US; HE WAS OBVIOUSLY STILL CLBING AT MAX RATE AND WE WERE DSNDING AS SHARPLY AS WE COULD W/O TURNING THE AIRPLANE UPSIDE DOWN. IT IS DIFFICULT TO SAY WHY I HAD NOT SPOTTED THE OTHER ACFT SOONER. IT ALL HAPPENED WITH SUCH STARTLING SPD THAT I CANNOT EVEN SAY WHETHER IT FIRST APPEARED IN THE FRONT OR THE SIDE WINDOW. IT MIGHT HAVE BEEN BEHIND THE METAL FRAME SEPARATING THE 2. WE CONTINUED IN TO LAND AT BOS W/O FURTHER INCIDENT. THERE WAS NO INJURY TO PAX OR CREW; BUT THE F/A'S ALL STATED THAT THEY NOTICED THE SHARP PITCHOVER AND THAT IF THEY HADN'T BEEN STRAPPED IN THEIR SEATS; THEY WOULD HAVE COME OFF THE FLOOR. I AM SURE THEY WOULD HAVE; BUT A MIDAIR COLLISION WAS AVOIDED. THE CTLR IN THIS INSTANCE WAS BUSY AND AS SHE POINTED OUT; WE WERE OUTSIDE THE TCA. IT IS COMFORTING TO KNOW THAT SHE WAS IN NO WAY RESPONSIBLE FOR POINTING OUT VFR TFC. AS A P.S.; I WOULD LIKE TO NOTE THAT WHILE CLBING OR DSNDING; A PLT'S JUDGEMENT OF VERT SEP IS AS LEAST IMPAIRED AND MAY BE COMPLETELY ERRONEOUS. IT WOULD NOT BE ACCURATE UNTIL YOU ACTUALLY HIT. WITH THE HORIZON DISPLACED ON THE WINDSHIELD DUE TO THE DSCNT AND SOMEWHAT OBSCURED DUE TO A SLIGHT HAZE; ANY ESTIMATE OF OUR INITIAL VERT SEP COULD HAVE TAKEN A FEW SECS; AND AT THAT CLOSURE RATE; YOU DO NOT HAVE SEVERAL SECS TO INITIATE ACTION. I RECALL AN ACCIDENT SOME 30 YRS AGO WHERE AN ACFT DEPARTING NY SBND AT NIGHT BECAME INVERTED IN ITS ATTEMPT TO MISS THE APCHING LNDG LIGHTS OF ANOTHER PLANE THAT WAS ACTUALLY 1000 OR MORE FT VERT SEPARATED FROM HIM. THE ACFT CRASHED IN THE OCEAN JUST S OF NYC WITH THE LOSS OF ALL SOULS.",,,,"MLG HAS NMAC WITH ANOTHER ACFT; AN SMT OR LARGER; OUTSIDE THE BOS TCA.",
